"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"COX6A2",1.68482497968321,3.35653691908495,0.919175362433477,3.65168286299436,0.000260527490256725,0.00120944264814175
"LINC02771",4.19553545156662,3.34973431396359,0.635604744441298,5.27015309948328,1.363100144336e-07,1.53463988922535e-06
"DMBX1",18.6470088213759,3.34873569838054,0.632563155491083,5.29391519141009,1.19724973406209e-07,1.37650318315724e-06
"SGO1",148.826210355637,3.34743489521392,0.41204145752909,8.12402449813582,4.50974677057499e-16,3.60586890632784e-14
"MKI67",2311.40394585983,3.34592425792993,0.440026138803169,7.6039215920912,2.87289351960474e-14,1.49531954563239e-12
"TLX3",1.65989158802412,3.34573761000451,1.37692673588016,2.42985884638652,0.0151047041389664,0.0391710277932206
"SLC7A5",3581.7176913857,3.34292902148223,0.472035035252925,7.08195106681228,1.421388524566e-12,5.0437504914782e-11
"CNTNAP2",578.630765319181,3.34215744731898,0.758938386421655,4.40372697851934,1.06406842568761e-05,7.38860736825136e-05
"KISS1R",12.7978613353478,3.33905467274064,0.655978141073734,5.09019197998752,3.57701178562471e-07,3.66244420695787e-06
"TUBB3",11.5747413322996,3.33777634604905,0.637431851029438,5.23628736257628,1.63838798801791e-07,1.81846104222609e-06
"CD1A",37.3379020983624,3.33209077433763,0.585281807872039,5.69313915027089,1.24724655353289e-08,1.83627025903839e-07
"HAO1",3.46349305812203,3.32871442628552,1.27534400886278,2.61005219231298,0.00905284096500207,0.0254772959750267
"SCML2P1",6.86881777695016,3.31183272905047,1.42468229693186,2.32461141419578,0.02009274790943,0.0497904397425338
"RPS10P1",16.5789067021847,3.30863352822662,0.572528369882744,5.77898616430875,7.51521056751835e-09,1.16648929287783e-07
"LINC01842",5.49472737415939,3.30453440133302,0.704565640862149,4.69017251151984,2.72974804001421e-06,2.21912995346573e-05
"MAFA",3.95023545645631,3.29849366970943,0.75003666817134,4.39777654838058,1.09365488130568e-05,7.55641534960123e-05
"RXFP3",0.920371347282627,3.29298268759469,0.703353197609661,4.68183367728455,2.84320128968687e-06,2.29945407618675e-05
"SYNGR3",64.6646595825231,3.28937906068552,0.469637839269581,7.00407587642732,2.48621354644899e-12,8.29884142284103e-11
"COL2A1",1190.9705131544,3.28873996194826,0.80882318461115,4.06608023177446,4.78104819676499e-05,0.000274814660958299
"H3C12",2.64620780913935,3.28748925990352,0.866956182211061,3.79199009979858,0.000149444873182026,0.000746978517876928
"DTL",672.445777116112,3.28535730311148,0.371435074880032,8.84503786879201,9.14972761379868e-19,1.47286376893116e-16
"RIPPLY3",57.3713863886949,3.28533090145192,0.417905379860452,7.86142284779623,3.79794332173509e-15,2.39162197723872e-13
"FAM111B",667.878521199868,3.28436925459939,0.453434725745874,7.2433121419997,4.37857589345507e-13,1.73727200921839e-11
"UBE2T",436.35252507617,3.28339079359358,0.310933315838954,10.559790882281,4.57680277090499e-26,4.83688456314729e-23
"KIFC1",745.556053486858,3.27552265476251,0.381151734987696,8.59374982214956,8.4176192188908e-18,1.07687931765041e-15
"LINC02544",34.972298656921,3.27521730783717,0.412871466095847,7.93277709115611,2.14298877442259e-15,1.44693411499694e-13
"LOC124900364",2.50948841383152,3.27270197673828,0.6793100519885,4.81768518978677,1.45233274377049e-06,1.26802629320508e-05
"RDM1",22.7816145452233,3.2687512646306,0.49785698648235,6.56564305289002,5.18087877558928e-11,1.29160636305896e-09
"KRT37",8.79599447340199,3.25967067156283,0.718940377995256,4.5339930421662,5.78789363589804e-06,4.33681660319894e-05
"LINC00511",182.433187238222,3.25564414226381,0.477003247372382,6.82520330877794,8.78008809619586e-12,2.62829558318021e-10
"LINC00673",182.433187238222,3.25564414226381,0.477003247372382,6.82520330877794,8.78008809619586e-12,2.62829558318021e-10
"LHX2",13.1599380512893,3.25067935173385,0.679471258937695,4.784130761934,1.71728865200496e-06,1.47082929049628e-05
"DEPDC1B",150.103540621554,3.25009252605123,0.396181629241145,8.20354172472996,2.33406598483954e-16,1.9837112550173e-14
"MAGEC1",2.92731119280642,3.23982695914921,1.25135080338895,2.58906371448758,0.00962372861995207,0.0268571306294462
