"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RNF186",26.5683815651548,-3.70260976262947,0.499835015862315,-7.40766381931391,1.28543650865902e-13,5.72254674285253e-12
"UCP1",13.9083194891752,-3.70103092170115,0.675440825709617,-5.47943029326492,4.26697510239813e-08,5.54045746869612e-07
"PAMR1",994.450582559984,-3.6911804662656,0.323931352317737,-11.3949466140128,4.43101522781144e-30,1.34630858928016e-26
"SLC7A3",54.3558667907135,-3.68994071815324,0.664162186489023,-5.55578259831302,2.76370679479748e-08,3.74874001457268e-07
"SEL1L2",10.0867914714374,-3.68352722802783,0.604035827609084,-6.09819328533557,1.07273989443011e-09,2.02289283273179e-08
"GXYLT1P6",3.33722242035651,-3.68234991153495,1.0069478465663,-3.65694203934373,0.000255242066245714,0.00118762804445531
"ITIH5",4473.69991756547,-3.67442421994102,0.449589911605531,-8.17283512172076,3.01225520829795e-16,2.49893813474738e-14
"PCOLCE2",1859.0550438229,-3.67323540111543,0.635792555650405,-5.77741178073054,7.5858472762432e-09,1.17599416816726e-07
"TSLP",82.7252867647819,-3.65566472529116,0.342385535938288,-10.6770419354107,1.30359461380768e-26,1.5088797275154e-23
"MASP1",112.249598018551,-3.65208237480352,0.461348170241428,-7.9161089397891,2.45058917507753e-15,1.63195811174273e-13
"TAT",2373.33410632888,-3.6518837199838,0.777303330950785,-4.69814495136264,2.62535088871521e-06,2.1429855410288e-05
"LOC112267859",1.30773853949248,-3.65142019817409,0.950182397016344,-3.84286239109446,0.000121607660235933,0.000625458611374274
"PPARG",1548.19304581722,-3.64386120880461,0.457563660897075,-7.9636158204973,1.67083472136831e-15,1.17040286951872e-13
"LOC100418888",4.33950759392091,-3.64049727249742,0.750931444931702,-4.84797553367674,1.24727779004345e-06,1.10688503988996e-05
"LINC01985",6.00931065521697,-3.62854848287753,0.545617110147906,-6.65035684437004,2.9238326228081e-11,7.69984827330406e-10
"FGFBP2",152.453024638876,-3.62733386643436,0.66030060666628,-5.49345832763657,3.94138143474805e-08,5.14793973855028e-07
"KLF15",361.679346197198,-3.62640444430599,0.491785845445788,-7.37395042555316,1.65644805708656e-13,7.16428521772295e-12
"HBA2",219.746067918968,-3.62633602074549,0.491585031800089,-7.37682351203117,1.62110670832142e-13,7.04905916979765e-12
"EDAR",31.510063470506,-3.62031352317685,0.52712553778948,-6.86802908157091,6.50949533712273e-12,2.00033253046071e-10
"PDE3B",1477.79708443967,-3.61955808183127,0.556395680301084,-6.50536697170727,7.75039436479065e-11,1.85787806533497e-09
"CHL1",1027.82038574594,-3.6192200465079,0.391090327211267,-9.25417939204821,2.15882270682118e-20,5.58239399305345e-18
"KCTD4",4.07578616745717,-3.61916911983364,0.541829695426753,-6.67953261030319,2.39705498867019e-11,6.51007995638061e-10
"CDH20",44.473871206036,-3.61776985475272,0.559293258157047,-6.46846676942576,9.90022827637558e-11,2.32507100206629e-09
"CAPN6",444.13041904632,-3.61769831071765,0.469480423699203,-7.70574901124209,1.30078064468606e-14,7.28527076736957e-13
"DCX",78.2172750624741,-3.61054972441189,0.562446967206507,-6.41936028625832,1.36848184468704e-10,3.12628648485036e-09
"RNF186-AS1",13.2088253450484,-3.60804641850145,0.539254648006326,-6.69080263256093,2.21949844343879e-11,6.08222645599399e-10
"ITGA7",2741.38274203365,-3.60794785967258,0.47410612416839,-7.61000053732935,2.74094783124135e-14,1.43453236995103e-12
"KCNJ16",120.261737873969,-3.60747319062196,0.536735027081442,-6.72114359712651,1.80303792996833e-11,5.03752217974026e-10
"RHOXF1-AS1",122.911349499208,-3.60101090525553,0.508379133434204,-7.08331768247443,1.40743522357244e-12,5.00886207604322e-11
"LINC02949",1.72154495729092,-3.57858625299366,0.839036777111566,-4.26511250831358,1.99801493957991e-05,0.000128378929781573
"ADH1C",254.973725840772,-3.57804404047901,0.582859632264081,-6.13877483088052,8.31603418700144e-10,1.61323098949277e-08
"ADRB1",64.4775594410836,-3.57014000229021,0.554580923647205,-6.43754563141329,1.21420826788006e-10,2.80549052921679e-09
"SLC14A2",66.9150006118543,-3.56340460913002,0.513102670439623,-6.94481789790124,3.78948820825835e-12,1.21824257589777e-10
"MTDHP3",1.35810633821163,-3.56275977653349,1.14853490923358,-3.1020039076661,0.00192215421058379,0.00681672051308145
"NSG1",202.123011602156,-3.55916277893739,0.357048963262076,-9.96827646947947,2.09838480640075e-23,1.30104437930792e-20
"SLC7A14",9.6825247977337,-3.55733703210638,0.459723018011163,-7.73800069332183,1.00992297361401e-14,5.77113570858523e-13
"ABCA9",780.319570578719,-3.5548415592047,0.472266467148866,-7.52719451089919,5.18421144765961e-14,2.52530315948421e-12
"LINC02587",79.6339392710989,-3.55035483433615,0.544373234074966,-6.52191293050832,6.9416310020322e-11,1.67557323501883e-09
"KRT79",21.2219790996831,-3.55008063126936,0.648297577048077,-5.47600478075841,4.35035939574522e-08,5.6336806516984e-07
"RNASE7",30.8095536430132,-3.54648058388162,0.493003751472589,-7.1936178442626,6.30966439930561e-13,2.4038866233026e-11
"SGCZ",6.70991555135584,-3.54372108878099,0.682545010657563,-5.19192292588437,2.08133167921423e-07,2.25349350230113e-06
"LOC101927857",5.26397274372794,-3.54249075861043,0.78385818903984,-4.51930056755507,6.20442605226233e-06,4.61477919376807e-05
"LINC01780",1.34410402282654,-3.53836587451258,0.919256164742071,-3.84916197489455,0.000118522617706177,0.000612182165019983
"OR11Q1P",1.50035685683515,-3.53639941988793,1.1113251594233,-3.18214645812849,0.00146187873339868,0.00540028668278447
"CCDC178",77.4210183906134,-3.53611740144295,0.458799643128046,-7.70732378371981,1.28483532797232e-14,7.21258483072131e-13
"ADRB2",308.599873870045,-3.53581415267155,0.396431399887984,-8.91910719905293,4.7006220194608e-19,8.34000141803166e-17
"C2CD4B",95.9322840890757,-3.53543299042172,0.510326779245879,-6.92778261733806,4.27487944827819e-12,1.35122880038099e-10
"PYGM",146.388904782449,-3.53533359911822,0.435985223600595,-8.10883811593792,5.11060800281252e-16,4.00721124917303e-14
"LINC01340",2.21809484317353,-3.53397394784643,0.626697481215778,-5.63904284566552,1.70997988642554e-08,2.42499889727805e-07
"BMP5",124.540161347792,-3.53159661215604,0.486977507669883,-7.25207336382788,4.10439449975232e-13,1.64515332376666e-11
"ASB5",1.31778151876621,-3.53064964188927,1.15378918564668,-3.06004743831119,0.00221301935845531,0.00768345401313714
"ACSM5",322.504394743284,-3.52892807703326,0.530863593221374,-6.64752324720387,2.98065920698241e-11,7.84100469092224e-10
"CHL1-AS1",44.0727427890449,-3.528578052728,0.436700379409447,-8.08008927654177,6.47193753304033e-16,4.96256736957765e-14
"LRRC3B",43.4935337569503,-3.52805484982304,0.527077199720672,-6.69362069103493,2.17715308314169e-11,5.97966779569775e-10
"NAT8L",1714.32793100888,-3.51728874619607,0.528148623291503,-6.65965713263775,2.74467122465224e-11,7.29920387938972e-10
"SAA1",8753.56801266541,-3.51433961487904,0.591013426488192,-5.94629403897182,2.74281263720254e-09,4.72498559691582e-08
"RPL23AP94",1.98501457951531,-3.51330977326756,0.681959645606624,-5.15178544053345,2.58018133849198e-07,2.73871038404911e-06
"ADAMTS9-AS2",105.686704556648,-3.51264882623044,0.3778994434378,-9.29519449479847,1.46937307434508e-20,4.15377280956751e-18
"LINC01267",2.75463689284677,-3.51209466655428,0.610379816134604,-5.75394954701415,8.71821855724517e-09,1.33279080799345e-07
"TCEAL5",45.9323022215281,-3.51161715953384,0.424884139273858,-8.26488172878216,1.39833308903543e-16,1.25421706255292e-14
"OSTN",3.57381265368687,-3.50799368705336,0.589535517367182,-5.95043654489178,2.67428239465942e-09,4.62989901474262e-08
"TF",1737.19014487073,-3.50650602137566,0.493781711358727,-7.1013282604714,1.23563493381715e-12,4.46279024313426e-11
"SMYD1",320.631366962047,-3.49397303918369,0.836586531066844,-4.17646341344757,2.96076337763254e-05,0.00018132344525098
"SGK2",185.106591151799,-3.48931669727649,0.526607152819054,-6.62603361651536,3.44826675079364e-11,8.92620020357198e-10
"MAP1LC3C",72.5964629363144,-3.48276732138214,0.478927765300706,-7.27200963008567,3.54178339213585e-13,1.44380617450816e-11
"LOC105374171",2.57617666995944,-3.47993333470196,0.651568952852993,-5.34085198422139,9.251076854874e-08,1.10174387609712e-06
"SERTM1",12.6382882493362,-3.46866427115313,0.644774990342562,-5.37965076671206,7.46304716332576e-08,9.12496415487723e-07
"HBA1",6.1716267438542,-3.4641074038436,0.681067650768381,-5.08628973925776,3.65136102942287e-07,3.7260131209984e-06
"CRYAB",8328.59079493053,-3.46132322732706,0.429992717010269,-8.04972524044959,8.29801118060035e-16,6.20614639282624e-14
"RPE65",8.6942488360504,-3.45878353106771,0.620987913423066,-5.56980813362677,2.55020007739451e-08,3.47659637023153e-07
"ASPA",202.624940895385,-3.45862651783138,0.471355009932598,-7.33762545204716,2.17416578113148e-13,9.22294025165147e-12
"MYBPC1",1443.86074219343,-3.45446423446054,0.784036016756568,-4.40600197010223,1.05296005527982e-05,7.31683821145983e-05
"BNC1",65.9150748567456,-3.45295951016378,0.478134512071139,-7.22173242673189,5.13293964821607e-13,1.99626182446701e-11
"CDO1",808.461457075782,-3.45055456044931,0.525300163163483,-6.56872927598051,5.07464497058941e-11,1.26772245940511e-09
"LOC101928797",2.0819330387315,-3.44997416482463,0.592150674426253,-5.82617619775133,5.67117406071851e-09,9.05116401141725e-08
"MME",4851.38359914412,-3.44061810437681,0.297453776815672,-11.5669000448057,6.06340290230233e-31,2.44025141732743e-27
"KLHL31",404.396351700637,-3.44010040514416,0.48174759803278,-7.14087712983279,9.27372217001498e-13,3.42058216671554e-11
"ABCA8",1303.64560313987,-3.4385231673605,0.533040958656562,-6.4507672656651,1.11285288032147e-10,2.58358309092397e-09
"CUX2",81.488520448283,-3.43057775875727,0.648780802724326,-5.28773006900292,1.23843547359367e-07,1.41747450104771e-06
"LOC105369937",182.004682533253,-3.43023626763645,0.807377466785556,-4.24861531161303,2.15095920041416e-05,0.000137226680536659
"KLF17P2",18.1369392720459,-3.41749478404941,0.536448042384134,-6.37059792195541,1.88292677951674e-10,4.17213320234398e-09
"LINC02554",1.67123509071526,-3.41518419704815,0.835857449119968,-4.08584526062886,4.39166410355127e-05,0.000255623034877923
"LOC105375118",4.31096696341353,-3.40964227946733,0.608738167062873,-5.60116395513471,2.12917227390071e-08,2.94984689674995e-07
"FAM181A",1.863767084213,-3.40932550422011,0.643524712208069,-5.29789367765225,1.17146141469226e-07,1.35227899990035e-06
"FABP9",1.34413789438555,-3.40631882828276,1.15281771742177,-2.95477661108546,0.00312895520517408,0.0103395871792076
"ABCA9-AS1",106.636128385454,-3.40446695786732,0.525882697677587,-6.47381435613339,9.55592989845772e-11,2.25729823169885e-09
"NOX4P1",1.2202690013551,-3.40429118217923,1.2637860076699,-2.69372438175343,0.00706585675072661,0.0207152068556159
"ITIH2",93.4027446278131,-3.40309770758548,0.56990756580183,-5.971315195294,2.35348551101371e-09,4.14537480552249e-08
"NXNL1",2.15100190278278,-3.39906994346874,0.76826798660076,-4.42432849311878,9.67427228278258e-06,6.80812207231025e-05
"FABP7",402.494048802835,-3.39540765515301,0.828406007320382,-4.09872408595397,4.15433909954855e-05,0.000243500169984873
"CHGB",19.7905306232574,-3.39537722011725,0.608708627291672,-5.57800081662108,2.43298513425035e-08,3.32987441769275e-07
"LINC02082",6.17171108067643,-3.38998808247405,0.678861029133521,-4.99364072614528,5.92515755373484e-07,5.71745949418947e-06
"AVPR2",135.788775840158,-3.38606680152378,0.503133926461298,-6.72995125838378,1.69719931030107e-11,4.77474810595927e-10
"CAPN11",126.435512560938,-3.37576439293645,0.2576140755371,-13.1039594241825,3.12519084066455e-39,2.53213379213444e-35
"PDE1C",485.42002853862,-3.37444665562045,0.386598451366983,-8.72855709506508,2.57942224272974e-18,3.7543722427564e-16
"SLC16A7",1155.43388022512,-3.37353018197713,0.447665222649095,-7.53583260726395,4.85228706685639e-14,2.40212915955353e-12
"CLXN",68.4495112334974,-3.37283979332692,0.508373714367288,-6.63456763795251,3.25455087516613e-11,8.48802233075784e-10
"LOC105375826",2.04265856269487,-3.37198788219235,0.912361796185955,-3.69588895138818,0.000219118739524286,0.00103904003152884
"MYOM1",503.72556348961,-3.37055538543691,0.440641137293971,-7.64920725771517,2.02222081472744e-14,1.09964477278702e-12
"HHATL",7.1226607384688,-3.36920785221809,0.660091106346513,-5.10415580489496,3.32274438960555e-07,3.42518862926811e-06
"CLCA4",54.0734795215078,-3.36410037300209,0.558561900945771,-6.02278882126745,1.71437067181167e-09,3.10053630355107e-08
"SCN4A",271.781045820212,-3.35918694225956,0.460619788174712,-7.29275430300322,3.03681613224404e-13,1.25324091216394e-11
"TESC",207.475390147712,-3.35735849599227,0.40463465622202,-8.29725888370302,1.06541042501994e-16,9.77242686828666e-15
"CARD18",2.07217578504774,-3.35357677434103,0.771675557115757,-4.34583775968683,1.38745095112025e-05,9.36019158170413e-05
"TRBV26OR9-2",2.40369955223264,-3.3529819526105,0.868738676163167,-3.8595978797895,0.000113573760193117,0.000589376043769021
"LINC02607",371.412601298064,-3.35094206839237,0.592758216016625,-5.65313474844924,1.57547697031979e-08,2.25796690551669e-07
"CES1",2302.69746543347,-3.35055587917496,0.510451536423827,-6.56390595402772,5.24162677945977e-11,1.30141187056516e-09
"PRRG3",120.360480266957,-3.34903228648605,0.36075680846024,-9.28335157631585,1.64229534927804e-20,4.43547478387794e-18
"IL17B",78.5752273250306,-3.34666315130259,0.440177960894057,-7.60297754232197,2.89393725701921e-14,1.49984931570077e-12
"LOC101926956",35.3480861635696,-3.34232676139104,0.558265595537847,-5.98698323540958,2.13768806694706e-09,3.79275794476512e-08
"LOC107987423",16.8511380995739,-3.33803140707625,0.65537779433408,-5.09329341935971,3.51896445367835e-07,3.60756933680134e-06
"PLPPR1",40.3567473971301,-3.33479456097907,0.538025460057947,-6.19820958030481,5.71090639289171e-10,1.14251030199192e-08
"LOC442497",17.8954058105054,-3.33472241689195,0.608274333648458,-5.48226718179958,4.19909414445797e-08,5.46106909413269e-07
"GHR",2602.66056859571,-3.33450177623255,0.438104731163132,-7.61119782336001,2.71567194668732e-14,1.42878437247032e-12
"HCAR2",280.355331809435,-3.33426252520483,0.448199273188803,-7.43924125865388,1.01265234304738e-13,4.56670510249587e-12
"FBXO40",3.75090467985733,-3.33317359312567,0.753063694715347,-4.4261509571054,9.59294041731607e-06,6.76454136710448e-05
"LINC02254",1.81742478414186,-3.33221006953151,0.800344257900696,-4.16347095220237,3.13445918056543e-05,0.000190807160786386
"MYMX",65.42699274305,-3.32747043637199,0.572338058006274,-5.81381997898786,6.10630813371616e-09,9.69126085221079e-08
"LINC01537",45.2533426303286,-3.32484207958235,0.448877586517419,-7.40701291275841,1.29175888907764e-13,5.74017976541319e-12
"LINC03122",9.82378528678967,-3.32302740283768,0.436722423762011,-7.60901483879047,2.76193043942815e-14,1.44064899551888e-12
"CAV1",12477.6268957778,-3.31976987130092,0.379063545461179,-8.75781886982035,1.99064709334279e-18,2.93252478168989e-16
"LOC105378644",6.36662599540389,-3.31864039195632,0.608944192100355,-5.44982682322621,5.04188904122095e-08,6.41975887506326e-07
"DKK4",6.70609682545975,-3.31823696343215,0.498218488568168,-6.66020438737318,2.73447043169899e-11,7.28802333150301e-10
"LRRN4CL",285.27554368271,-3.30612131029588,0.404937058508559,-8.16453135327451,3.22685513485364e-16,2.65881924619958e-14
"KRTAP13-4",0.903364524170946,-3.30564909435802,1.27121630989267,-2.60038285273189,0.00931198066866208,0.0260917941340829
"ANGPT4",50.8000091468572,-3.30237721930971,0.450847821022644,-7.3248157478482,2.39227168446756e-13,1.00603715976389e-11
"SYN2",447.595117465735,-3.29946308739277,0.476745528754607,-6.92080552073953,4.49082659263868e-12,1.41214129349636e-10
"NTRK2",6527.03366327759,-3.29704147465229,0.410723884110777,-8.02739164241795,9.95668424441107e-16,7.33385224026969e-14
"HLF",935.892860779201,-3.29294775136521,0.356275010202911,-9.24271323293139,2.4032441482222e-20,6.02223252689042e-18
"C11orf87",3.79827195377379,-3.29019412734486,0.593829054869639,-5.54064187389273,3.01364968043052e-08,4.05383413293993e-07
"CNN1",2863.33513397932,-3.28924246366933,0.407342162948597,-8.07488829503861,6.75384457021219e-16,5.14626018708927e-14
"COL6A6",391.673029550281,-3.28751864933818,0.422433869830659,-7.78232732772125,7.1202351343484e-15,4.21098674964979e-13
"CCL14",57.2936970356823,-3.28649639477699,0.576020723100246,-5.7055176367414,1.15990045991606e-08,1.71808046795732e-07
"LINC01044",1.01290753953633,-3.28599732376965,1.29119758989339,-2.54492213236005,0.01093021091705,0.0298651794919891
"LOC105375233",0.898625951685717,-3.28452717247627,1.16553709623895,-2.81803743791172,0.00483181755981726,0.0149881303504949
"EREG",104.172704366553,-3.28285032936488,0.686677986189797,-4.78077118443915,1.74624026897196e-06,1.49194594790515e-05
"SPMIP8",18.4757053508942,-3.28185001381989,0.533524457817137,-6.15126441859339,7.68676399870295e-10,1.50436531816806e-08
"FXYD2",7.44523577271618,-3.27979479805691,0.385282868024004,-8.51269306335357,1.69939482594264e-17,1.96700904924704e-15
"PDE9A-AS1",20.4691336619302,-3.27822741546732,0.492394433906099,-6.65772638707872,2.78095859127163e-11,7.37151150251249e-10
"LINC01616",0.995856187937462,-3.27752060627828,1.16522982870421,-2.81276751207361,0.00491171490962397,0.0152146112282694
"SCGB3A1",215.731800617623,-3.27678116435924,0.64045731785917,-5.11631465983151,3.11563136931379e-07,3.23916388767794e-06
"SCN2B",116.087977482729,-3.27146135306502,0.501209273190585,-6.52713652371122,6.70389377124297e-11,1.62140841689157e-09
"AKR1C2",2475.79174136963,-3.26711857599401,0.637313332269273,-5.12639295393496,2.95345853084412e-07,3.09038814073302e-06
"MYZAP",298.782037099885,-3.26352604565868,0.467011229178589,-6.98811043879778,2.78613044070685e-12,9.26436013984425e-11
"IL6",329.155132136228,-3.25857172712106,0.531950853048379,-6.12570072676376,9.02853686074765e-10,1.73483514208848e-08
"TMEFF2",3.41459550668482,-3.25742928229534,0.517446549460463,-6.29519954416903,3.07004668599229e-10,6.51166010439919e-09
"CAPZA3",8.05831454487218,-3.25009520080843,0.57502653848507,-5.65207861426871,1.58519055049888e-08,2.26921240936256e-07
"HTR2A",84.8708623163108,-3.2479445967915,0.576924520431545,-5.62975654832976,1.80464161647558e-08,2.54439813060742e-07
"MYLKP1",2.77452762144476,-3.24721324835056,0.644344016609855,-5.03956452553934,4.66592300652453e-07,4.63673714307407e-06
"LINC03018",2.27731601632952,-3.24643298486808,0.695261902554585,-4.66936700103915,3.02129221052165e-06,2.42691836619794e-05
"BTNL2",3.06952170526843,-3.24453378329653,0.543643254782419,-5.96813030375055,2.39987683723192e-09,4.21182716841851e-08
"LOC107984270",156.41019358774,-3.24154870085958,0.348831779943914,-9.29258424040597,1.50586870849903e-20,4.15944894289613e-18
"LINC01249",5.51185164742011,-3.23696154978288,0.833742787926273,-3.88244623720706,0.00010341088455321,0.000544660535392172
"LUARIS",20.6516160981082,-3.23262847567763,0.500444338213456,-6.45951653128466,1.05038012214969e-10,2.45732335217446e-09
"PLCZ1",13.4744351958165,-3.23180721443587,0.612598570742272,-5.27557093468233,1.32343406175221e-07,1.49761227835247e-06
"RIPPLY2",1.87878069048452,-3.23178141737676,0.695432049125407,-4.64715628427124,3.36542196346548e-06,2.67505924349102e-05
"VIT",332.648418926895,-3.22739099313909,0.387377799732783,-8.33137829624048,7.99065536636434e-17,7.55754319028085e-15
"CD300LD-AS1",3.74607210918307,-3.22509297374471,0.816683346144288,-3.9490127831931,7.84741613832994e-05,0.000426727391665293
"ABCB5",79.919791163248,-3.22383821129697,0.561896306439709,-5.73742552558117,9.61265262498141e-09,1.45307678703621e-07
"SMIM35",20.1629626534137,-3.22104081651158,0.586274644353424,-5.49408173717613,3.92748567596471e-08,5.13254808202549e-07
"LOC105376314",1.65758183871133,-3.22019470217146,0.778803099383179,-4.13479954653737,3.55264592276078e-05,0.000212381122588653
"KLHL33",32.5281212204715,-3.21748260267608,0.406740409097048,-7.91040804088977,2.56546621993579e-15,1.69453226652117e-13
"ZBTB16",1533.12004481571,-3.21008786117548,0.537753019416846,-5.96944646569644,2.3805985494491e-09,4.18403535368468e-08
"NAALAD2",166.522346107546,-3.20127011157723,0.427654259754959,-7.48565000477611,7.11938902976882e-14,3.31515304878526e-12
"TMEM100",471.214476747045,-3.20028833256147,0.542967806105099,-5.89406645583332,3.76805512105628e-09,6.28429330353715e-08
"RNA5SP515",1.33448837575637,-3.19769320296142,0.586416920574137,-5.45293474791056,4.95452533691429e-08,6.31513620159285e-07
"CENPVL3",1.98083264230025,-3.1943441528712,0.628004955764644,-5.08649513598478,3.64741070222243e-07,3.72354523053006e-06
"TP63",1499.13792318745,-3.19403413925792,0.507261704846528,-6.2966198881981,3.04206018282458e-10,6.46851441541198e-09
"LINC01668",2.00811683495597,-3.18251642875065,0.587949575881919,-5.4129070915255,6.20096689281301e-08,7.72562287358308e-07
"LINC02884",177.254147528624,-3.17803889865128,0.494285601836997,-6.42955992818766,1.27973898911506e-10,2.93458637815282e-09
"LINC00548",72.2691290849533,-3.1685996027959,0.454931722306417,-6.9650003449566,3.28402946185729e-12,1.07580733327985e-10
"LINC00598",72.2691290849533,-3.1685996027959,0.454931722306417,-6.9650003449566,3.28402946185729e-12,1.07580733327985e-10
"LNCBRM",7.4587075508616,-3.16848666902539,0.686499708600446,-4.615423181293,3.92295128921983e-06,3.06904335330114e-05
"SCN4B",874.302301485251,-3.16791813473967,0.337155157997977,-9.39602452933162,5.66636415638509e-21,1.83643084732336e-18
"C1orf185",1.18297505900856,-3.16722884019282,0.949624901699636,-3.33524198293887,0.000852252018017925,0.00339323338279471
"LOC101928505",1.31948056394266,-3.16302634821479,0.773250214897043,-4.09055993425872,4.30332983533308e-05,0.000251263603909299
"B3GALT1",69.6873499390023,-3.16202069252175,0.549436339474483,-5.75502649778518,8.66282055547015e-09,1.32598979371419e-07
"GRK3-AS1",7.15248782861949,-3.16142531367673,0.546272082457296,-5.78727234138653,7.15385441705896e-09,1.11825555829873e-07
"ADAMTS8",78.8864171543498,-3.1613264592037,0.403907727897247,-7.82685311732371,5.00232940351294e-15,3.06276122950099e-13
"LOC105373682",17.2226949016545,-3.16066898726346,0.478103424933555,-6.61084782587097,3.82125141115367e-11,9.80814762945219e-10
"DPT",1811.55658108359,-3.15470782055027,0.531625801984491,-5.93407582697105,2.95505245356783e-09,5.0512278473188e-08
"LINC02347",1.16272806426991,-3.15428651151219,0.866679352160836,-3.6395080875618,0.000273159358792286,0.00126038051142067
"PPP1R14A",338.451716313498,-3.15362879603566,0.333808688070467,-9.44741376944009,3.47305573312715e-21,1.17603231338218e-18
"NR1H4",1.60798058095442,-3.15081816381077,0.893274554964903,-3.52726734048141,0.000419872586308408,0.00182933195113792
"ARC",129.888790793945,-3.14936798833918,0.466373835344315,-6.7528830943401,1.44935724132487e-11,4.15933016114329e-10
"CGB7",2.44856667125323,-3.14797967932332,0.649786325758294,-4.84463823649976,1.26842579725302e-06,1.12360152528532e-05
"MIR221",2.80425585457971,-3.14520197434903,0.53272527049662,-5.90398494033706,3.54824566443401e-09,5.93989031442131e-08
"CADM3",358.846435313473,-3.13574806076113,0.46725141122711,-6.71105102181698,1.93227524375063e-11,5.37389180204194e-10
"ETV3L",13.6803169150774,-3.13315972096691,0.690220170279313,-4.53936273652943,5.64244971545745e-06,4.24222162801188e-05
"SERTM2",4.11014848081041,-3.12933609960996,0.846909694315252,-3.69500564300436,0.000219881903837632,0.00104204902253486
"MTARC1",1300.47824502634,-3.12864179656208,0.423680611250532,-7.38443467433547,1.53102501946124e-13,6.72958863436605e-12
"ADAM33",449.167169850475,-3.12837478922935,0.391718834660822,-7.98627615631021,1.39075947184838e-15,9.91354559595849e-14
"ST8SIA2",130.964067610417,-3.12661324541393,0.495106717190352,-6.31502893589677,2.70110931738186e-10,5.8205553348937e-09
"FOXE1",3.43642988150466,-3.12448436821544,0.596775157419551,-5.23561399862165,1.64437292453174e-07,1.8234385345161e-06
"GALNT8",27.7161737927877,-3.12184538864276,0.379041997736774,-8.23614640932409,1.77846273039861e-16,1.56026433705891e-14
"MOGAT1",4.78465316136677,-3.1205422081832,0.602207371558637,-5.1818399368088,2.19707723403947e-07,2.36413594768309e-06
"LINC02303",23.3247023011653,-3.1199153129539,0.907621135562733,-3.43746436779431,0.000587187971436145,0.00244984174763103
"GS1-24F4.2",17.7675619574946,-3.11614365440761,0.446524513953885,-6.97866199285407,2.98004471884888e-12,9.8418406224266e-11
"MAB21L1",134.179232307738,-3.11596698285593,0.375495870945817,-8.29827229526462,1.0563633765146e-16,9.72614567914411e-15
"DNASE1L3",134.60131276975,-3.10817003447211,0.454235490922537,-6.84264020884744,7.77467475197172e-12,2.35680296851375e-10
"FOS",28453.4620856958,-3.10743930263785,0.447458040759051,-6.94464959746058,3.79400843359778e-12,1.21824257589777e-10
"NKAPL",33.7953410689918,-3.10459986613392,0.30478031057209,-10.1863531154831,2.28163317295531e-24,1.73311429796952e-21
"ARHGAP20",332.387429778389,-3.10419009180632,0.339813112889758,-9.13499207081329,6.54115691092869e-20,1.51424667651375e-17
"LINC01114",1.27293229290835,-3.09973006720126,0.712591010824785,-4.34994270221496,1.36173108497496e-05,9.20712030110884e-05
"EXOC1L",1.13838421841681,-3.09822357922886,1.24997917702025,-2.47862015318889,0.0131891680394837,0.0349415921019869
"LOC105375635",1.88008545376923,-3.09650291439375,0.71274118050621,-4.34449839448665,1.3959426442794e-05,9.40964444107024e-05
"ADCYAP1R1",232.976154472265,-3.0949893721489,0.382301538443173,-8.09567595451608,5.6947232804675e-16,4.42241657438733e-14
"PPBP",3.29636934604703,-3.09317968109576,0.884962825909292,-3.49526510101433,0.000473591112640853,0.00203241157750021
"LMX1A",16.9833487817822,-3.09175560584758,0.593902000090623,-5.20583464170151,1.93126567503444e-07,2.10225144483036e-06
"GDF10",187.825628198257,-3.09139138077825,0.590841866820691,-5.23218064659664,1.67521912930323e-07,1.85257285604975e-06
"PKHD1",38.92689263583,-3.08849211443798,0.601746437561362,-5.13254740145102,2.8584670619176e-07,3.00003276658166e-06
"DGAT2",6800.89441801335,-3.08186542164374,0.528906445009901,-5.82686305058364,5.64789220252554e-09,9.02083971362945e-08
"NMRK2",1.49226888061415,-3.08176391103332,0.897373461476644,-3.43420442361001,0.000594295821295405,0.00247567241272106
"ARHGAP36",144.093231213923,-3.0787363714783,0.956944244853978,-3.21725783715653,0.00129422231881048,0.00486524310289613
"VWC2",2.62757456455568,-3.07758843210512,0.574687474315452,-5.3552384028746,8.54436832198642e-08,1.02714125025976e-06
"TRPM1",4.37141984606247,-3.07639290101366,0.616464761709811,-4.9903791621131,6.02608885544827e-07,5.79873878896995e-06
"GALR1",8.53683996694312,-3.07143989390811,0.662795697500981,-4.63406733853091,3.58550278139666e-06,2.82871847151602e-05
"PKD1L2",148.964523268738,-3.071435562869,0.427253593651868,-7.18878813075975,6.53689175680866e-13,2.47495682138237e-11
"PIRT",2.94978140237262,-3.0699598296945,0.838035955576377,-3.6632793727604,0.000249006698467846,0.00116306798994195
"WDR86-AS1",61.7690128990659,-3.06959372957899,0.286116568890987,-10.7284724595888,7.48227815682684e-27,9.57219658726264e-24
"ABCA10",291.625280749544,-3.06905985698254,0.462636907689568,-6.63384136883842,3.27061319694161e-11,8.52077116592281e-10
"F10",167.49431355209,-3.06462897535852,0.367062751634085,-8.34906010407062,6.88083181062991e-17,6.71696300485868e-15
"GARIN4",2.15585482751709,-3.06292942318991,0.683035905956755,-4.48428757035773,7.31579461930792e-06,5.32729238500652e-05
"LOC101930028",0.86508417479422,-3.06284023475522,0.801421089214315,-3.82176146344979,0.000132501826840421,0.000673609352093495
